Folder_name,Mark,Model,Generation
Kia_Koup_1_gen,kia,koup,1
Kia_Mohave_1_gen,kia,mohave,1
Kia_Niro_1_gen,kia,niro,1
Kia_Opirus_1_gen,kia,opirus,1
Kia_Optima_1_gen,kia,optima,1
Kia_Optima_2_gen,kia,optima,2
Kia_Optima_2_gen_FL,kia,optima,2 fl
Kia_Optima_3_gen,kia,optima,3
Kia_Optima_4_gen,kia,optima,4
Kia_Picanto_1_gen,kia,picanto,1
Kia_Picanto_1_gen_FL,kia,picanto,1 fl
Kia_Picanto_2_gen,kia,picanto,2
Kia_Picanto_3_gen,kia,picanto,3
Kia_Rio_1_gen,kia,rio,1
Kia_Rio_2_gen,kia,rio,2
Kia_Rio_3_gen,kia,rio,3
Kia_Rio_4_gen,kia,rio,4
Kia_Sedona_1_gen,kia,sedona,1
Kia_Sedona_2_gen,kia,sedona,2
Kia_Sephia_1_gen,kia,sephia,1
Kia_Sephia_2_gen,kia,sephia,2
Kia_Sephia_2_gen_FL,kia,sephia,2 fl
Kia_Sorento_1_gen,kia,sorento,1
Kia_Sorento_2_gen,kia,sorento,2
Kia_Sorento_3_gen,kia,sorento,3
Kia_Soul_1_gen,kia,soul,1
Kia_Soul_2_gen,kia,soul,2
Kia_Sportage_1_gen,kia,sportage,1
Kia_Sportage_2_gen,kia,sportage,2
Kia_Sportage_3_gen,kia,sportage,3
Kia_Sportage_4_gen,kia,sportage,4
Kia_Stinger_1_gen,kia,stinger,1
Kia_Stonic_1_gen,kia,stonic,1
Kia_Venga_1_gen,kia,venga,1
Koenigsegg_Agera_1_gen,koenigsegg,agera,1
Kraz_65055_1_gen,kraz,65055,1
Kraz_6510_1_gen,kraz,6510,1
Kraz_Next_1_gen,kraz,next,1
Lada_2101_1_gen,lada,2101,1
Lada_2102_1_gen,lada,2102,1
Lada_2103_1_gen,lada,2103,1
Lada_2104_1_gen,lada,2104,1
Lada_2105_1_gen,lada,2105,1
Lada_2106_1_gen,lada,2106,1
Lada_2107_1_gen,lada,2107,1
Lada_2108_1_gen,lada,2108,1
Lada_21099_1_gen,lada,21099,1
Lada_2109_1_gen,lada,2109,1
Lada_2110_1_gen,lada,2110,1
Lada_2111_1_gen,lada,2111,1
Lada_2112_1_gen,lada,2112,1
Lada_2113_1_gen,lada,2113,1
Lada_2114_1_gen,lada,2114,1
Lada_2115_1_gen,lada,2115,1
Lada_2171_1_gen,lada,2171,1
Lada_Granta_1_gen,lada,granta,1
Lada_Kalina_1_gen,lada,kalina,1
Lada_Largus_1_gen,lada,largus,1
Lada_Niva_1_gen,lada,niva,1
Lada_Oka_1_gen,lada,oka,1
Lada_Priora_1_gen,lada,priora,1
Lada_Vesta_1_gen,lada,vesta,1
Lada_Xray_1_gen,lada,xray,1
Lamborghini_Aventador_1_gen,lamborghini,aventador,1
Lamborghini_Gallardo_1_gen,lamborghini,gallardo,1
Lamborghini_Huracan_1_gen,lamborghini,huracan,1
Lamborghini_Urus_1_gen,lamborghini,urus,1
Lancia_Delta_1_gen,lancia,delta,1
Lancia_Delta_3_gen,lancia,delta,3
Lancia_Kappa_1_gen,lancia,kappa,1
Lancia_Lybra_1_gen,lancia,lybra,1
Lancia_Musa_1_gen,lancia,musa,1
Lancia_Phedra_2_gen,lancia,phedra,2
Lancia_Thema_2_gen,lancia,thema,2
Lancia_Thesis_1_gen,lancia,thesis,1
Lancia_Y10_1_gen,lancia,y10,1
Lancia_Ypsilon_1_gen,lancia,ypsilon,1
Lancia_Ypsilon_2_gen,lancia,ypsilon,2
Land_Rover_Defender_2_gen,land rover,defender,2
Land_Rover_Defender_3_gen,land rover,defender,3
Land_Rover_Discovery_1_gen,land rover,discovery,1
Land_Rover_Discovery_1_gen_FL,land rover,discovery,1 fl
Land_Rover_Discovery_2_gen,land rover,discovery,2
Land_Rover_Discovery_3_gen,land rover,discovery,3
Land_Rover_Evoque_1_gen,land rover,evoque,1
Land_Rover_Evoque_2_gen,land rover,evoque,2
Land_Rover_Freelander_1_gen,land rover,freelander,1
Land_Rover_Freelander_2_gen,land rover,freelander,2
Land_Rover_Range_Rover_1_gen,land rover,range rover,1
Land_Rover_Range_Rover_2_gen,land rover,range rover,2
Land_Rover_Range_Rover_3_gen,land rover,range rover,3
Land_Rover_Range_Rover_4_gen,land rover,range rover,4
Lexus_Ct_1_gen,lexus,ct,1
Lexus_Ct_1_gen_FL,lexus,ct,1 fl
Lexus_Es_2_gen,lexus,es,2
Lexus_Es_3_gen,lexus,es,3
Lexus_Es_4_gen,lexus,es,4
Lexus_Es_5_gen,lexus,es,5
Lexus_Es_6_gen,lexus,es,6
Lexus_Es_7_gen,lexus,es,7
Lexus_Gs_1_gen,lexus,gs,1
Lexus_Gs_2_gen,lexus,gs,2
Lexus_Gs_3_gen,lexus,gs,3
Lexus_Gs_4_gen,lexus,gs,4
Lexus_Gx_1_gen,lexus,gx,1
Lexus_Gx_2_gen,lexus,gx,2
Lexus_Gx_2_gen_FL,lexus,gx,2 fl
Lexus_Is_1_gen,lexus,is,1
Lexus_Is_2_gen,lexus,is,2
Lexus_Is_3_gen,lexus,is,3
Lexus_Lc_1_gen,lexus,lc,1
Lexus_Ls_1_gen,lexus,ls,1
Lexus_Ls_2_gen,lexus,ls,2
Lexus_Ls_3_gen,lexus,ls,3
Lexus_Ls_4_gen,lexus,ls,4
Lexus_Ls_5_gen,lexus,ls,5
Lexus_Lx_1_gen,lexus,lx,1
Lexus_Lx_2_gen,lexus,lx,2
Lexus_Lx_3_gen,lexus,lx,3
Lexus_Lx_3_gen_FL,lexus,lx,3 fl
Lexus_Nx_1_gen,lexus,nx,1
Lexus_Rc_1_gen,lexus,rc,1
Lexus_Rx_1_gen,lexus,rx,1
Lexus_Rx_2_gen,lexus,rx,2
Lexus_Rx_3_gen,lexus,rx,3
Lexus_Rx_4_gen,lexus,rx,4
Lexus_Sc_1_gen,lexus,sc,1
Lexus_Ux_1_gen,lexus,ux,1
Lifan_Breez_1_gen,lifan,breez,1
Lifan_Solano_1_gen,lifan,solano,1
Lifan_X60_1_gen,lifan,x60,1
Lifan_Xuanlang_1_gen,lifan,xuanlang,1
Ligier_J50_1_gen,ligier,j50,1
Ligier_X_Too_1_gen,ligier,x too,1
Lincoln_Aviator_1_gen,lincoln,aviator,1
Lincoln_Blackwood_1_gen,lincoln,blackwood,1
Lincoln_Continental_10_gen,lincoln,continental,10
Lincoln_Continental_5_gen,lincoln,continental,5
Lincoln_Continental_6_gen,lincoln,continental,6
Lincoln_Continental_7_gen,lincoln,continental,7
Lincoln_Continental_8_gen,lincoln,continental,8
Lincoln_Continental_9_gen,lincoln,continental,9
Lincoln_Ls_1_gen,lincoln,ls,1
Lincoln_Mark_2_gen,lincoln,mark,2
Lincoln_Mark_3_gen,lincoln,mark,3
Lincoln_Mark_4_gen,lincoln,mark,4
Lincoln_Mark_5_gen,lincoln,mark,5
Lincoln_Mark_6_gen,lincoln,mark,6
Lincoln_Mark_7_gen,lincoln,mark,7
Lincoln_Mark_Lt_1_gen,lincoln,mark lt,1
Lincoln_Mkc_1_gen,lincoln,mkc,1
Lincoln_Mks_1_gen,lincoln,mks,1
Lincoln_Mkt_1_gen,lincoln,mkt,1
Lincoln_Mkx_1_gen,lincoln,mkx,1
Lincoln_Mkx_2_gen,lincoln,mkx,2
Lincoln_Mkz_1_gen,lincoln,mkz,1
Lincoln_Mkz_2_gen,lincoln,mkz,2
Lincoln_Navigator_1_gen,lincoln,navigator,1
Lincoln_Navigator_2_gen,lincoln,navigator,2
Lincoln_Navigator_3_gen,lincoln,navigator,3
Lincoln_Navigator_4_gen,lincoln,navigator,4
Lincoln_Towncar_1_gen,lincoln,towncar,1
Lincoln_Towncar_2_gen,lincoln,towncar,2
Lincoln_Towncar_3_gen,lincoln,towncar,3
Lotus_Elise_2_gen,lotus,elise,2
Lotus_Esprit_3_gen,lotus,esprit,3
Lotus_Evora_1_gen,lotus,evora,1
Luaz_969_1_gen,luaz,969,1
Man_M90_1_gen,man,m90,1
Man_TGX_1_gen,man,tgx,1
Man_Tgs_1_gen,man,tgs,1
Maserati_Ghibli_1_gen,maserati,ghibli,1
Maserati_Gran_Turismo_1_gen,maserati,gran turismo,1
Maserati_Gransport_1_gen,maserati,gransport,1
Maserati_Levante_1_gen,maserati,levante,1
Maserati_Quattroporte_5_gen,maserati,quattroporte,5
Maserati_Quattroporte_6_gen,maserati,quattroporte,6
Maserati_Spider_1_gen,maserati,spider,1
Maybach_57_1_gen,maybach,57,1
Maybach_62_1_gen,maybach,62,1
Maz_206069_1_gen,maz,206069,1
Maz_5336_1_gen,maz,5336,1
Maz_551633_1_gen,maz,551633,1
Maz_5549_1_gen,maz,5549,1
Maz_5551_1_gen,maz,5551,1
Mazda_2_2_gen,mazda,2,2
Mazda_2_3_gen,mazda,2,3
Mazda_2_4_gen,mazda,2,4
Mazda_323F_1_gen,mazda,323f,1
Mazda_323_6_gen,mazda,323,6
Mazda_323_7_gen,mazda,323,7
Mazda_323_8_gen,mazda,323,8
Mazda_3_1_gen,mazda,3,1
Mazda_3_2_gen,mazda,3,2
Mazda_3_3_gen,mazda,3,3
Mazda_3_4_gen,mazda,3,4
Mazda_5_1_gen,mazda,5,1
Mazda_5_2_gen,mazda,5,2
Mazda_5_3_gen,mazda,5,3
Mazda_626_4_gen,mazda,626,4
Mazda_626_5_gen,mazda,626,5
Mazda_626_6_gen,mazda,626,6
Mazda_6_1_gen,mazda,6,1
Mazda_6_2_gen,mazda,6,2
Mazda_6_3_gen,mazda,6,3
Mazda_929_6_gen,mazda,929,6
Mazda_B_3_gen,mazda,b,3
Mazda_B_4_gen,mazda,b,4
Mazda_B_5_gen,mazda,b,5
Mazda_Bongo_3_gen,mazda,bongo,3
Mazda_CX_30_1_gen,mazda,cx 30,1
Mazda_CX_3_1_gen,mazda,cx 3,1
Mazda_CX_5_1_gen,mazda,cx 5,1
Mazda_CX_5_2_gen,mazda,cx 5,2
Mazda_CX_7_1_gen,mazda,cx 7,1
Mazda_CX_9_1_gen,mazda,cx 9,1
Mazda_CX_9_2_gen,mazda,cx 9,2
Mazda_Lantis_1_gen,mazda,lantis,1
Mazda_MX_5_2_gen,mazda,mx 5,2
Mazda_MX_5_3_gen,mazda,mx 5,3
Mazda_MX_5_4_gen,mazda,mx 5,4
Mazda_Mpv_1_gen,mazda,mpv,1
Mazda_Mpv_2_gen,mazda,mpv,2
Mazda_Mx3_1_gen,mazda,mx3,1
Mazda_Mx6_1_gen,mazda,mx6,1
Mazda_Mx6_2_gen,mazda,mx6,2
Mazda_Navajo_1_gen,mazda,navajo,1
Mazda_RX8_1_gen,mazda,rx8,1
Mazda_Rx7_1_gen,mazda,rx7,1
Mazda_Rx7_2_gen,mazda,rx7,2
Mazda_Rx7_3_gen,mazda,rx7,3
Mazda_Tribute_1_gen,mazda,tribute,1
Mazda_Tribute_2_gen,mazda,tribute,2
Mazda_Xedos_6_1_gen,mazda,xedos 6,1
Mercedes_250_1_gen,mercedes,250,1
Mercedes_A_1_gen,mercedes,a,1
Mercedes_A_2_gen,mercedes,a,2
Mercedes_A_3_gen,mercedes,a,3
Mercedes_A_4_gen,mercedes,a,4
Mercedes_Actros_1_gen,mercedes,actros,1
Mercedes_Atego_3_gen,mercedes,atego,3
Mercedes_Axor_3236_1_gen,mercedes,axor 3236,1
Mercedes_B_1_gen,mercedes,b,1
Mercedes_B_2_gen,mercedes,b,2
Mercedes_B_3_gen,mercedes,b,3
Mercedes_CLA_1_gen,mercedes,cla,1
Mercedes_CLA_2_gen,mercedes,cla,2
Mercedes_CLK_1_gen,mercedes,clk,1
Mercedes_CLK_2_gen,mercedes,clk,2
Mercedes_CLS_1_gen,mercedes,cls,1
Mercedes_CLS_2_gen,mercedes,cls,2
Mercedes_CLS_2_gen_FL,mercedes,cls,2 fl
Mercedes_CL_1_gen,mercedes,cl,1
Mercedes_CL_2_gen,mercedes,cl,2
Mercedes_CL_3_gen,mercedes,cl,3
Mercedes_C_1_gen,mercedes,c,1
Mercedes_C_2_gen,mercedes,c,2
Mercedes_C_3_gen,mercedes,c,3
Mercedes_C_4_gen,mercedes,c,4
Mercedes_Citan_1_gen,mercedes,citan,1
Mercedes_E_1_gen,mercedes,e,1
Mercedes_E_2_gen,mercedes,e,2
Mercedes_E_3_gen,mercedes,e,3
Mercedes_E_4_gen,mercedes,e,4
Mercedes_E_5_gen,mercedes,e,5
Mercedes_GLA_1_gen,mercedes,gla,1
Mercedes_GLB_1_gen,mercedes,glb,1
Mercedes_GLC_1_gen,mercedes,glc,1
Mercedes_GLE_1_gen,mercedes,gle,1
Mercedes_GLE_2_gen,mercedes,gle,2
Mercedes_GLK_1_gen,mercedes,glk,1
Mercedes_GLK_1_gen_FL,mercedes,glk,1 fl
Mercedes_GLS_1_gen,mercedes,gls,1
Mercedes_GL_1_gen,mercedes,gl,1
Mercedes_GL_2_gen,mercedes,gl,2
Mercedes_GT_1_gen,mercedes,gt,1
Mercedes_G_1_gen,mercedes,g,1
Mercedes_G_2_gen,mercedes,g,2
Mercedes_MB100_1_gen,mercedes,mb100,1
Mercedes_ML_1_gen,mercedes,ml,1
Mercedes_ML_2_gen,mercedes,ml,2
Mercedes_O309_1_gen,mercedes,o309,1
Mercedes_R_1_gen,mercedes,r,1
Mercedes_R_1_gen_FL,mercedes,r,1 fl
Mercedes_SL_2_gen,mercedes,sl,2
Mercedes_SL_3_gen,mercedes,sl,3
Mercedes_SL_4_gen,mercedes,sl,4
Mercedes_SL_5_gen,mercedes,sl,5
Mercedes_SL_6_gen_FL,mercedes,sl,6 fl
Mercedes_S_2_gen,mercedes,s,2
Mercedes_S_3_gen,mercedes,s,3
Mercedes_S_4_gen,mercedes,s,4
Mercedes_S_5_gen,mercedes,s,5
Mercedes_S_6_gen,mercedes,s,6
Mercedes_S_Coupe_1_gen,mercedes,s coupe,1
Mercedes_Slk_1_gen,mercedes,slk,1
Mercedes_Slk_2_gen,mercedes,slk,2
Mercedes_Slr_1_gen,mercedes,slr,1
Mercedes_Sprinter_1_gen,mercedes,sprinter,1
Mercedes_Sprinter_2_gen,mercedes,sprinter,2
Mercedes_Sprinter_3_gen,mercedes,sprinter,3
Mercedes_T1_1_gen,mercedes,t1,1
Mercedes_Vaneo_1_gen,mercedes,vaneo,1
Mercedes_Vito_1_gen,mercedes,vito,1
Mercedes_Vito_2_gen,mercedes,vito,2
Mercedes_Vito_3_gen,mercedes,vito,3
Mercedes_W123_1_gen,mercedes,w123,1
Mercedes_W201_1_gen,mercedes,w201,1
Mercedes_X_1_gen,mercedes,x,1
Mercury_Capri_2_gen,mercury,capri,2
Mercury_Capri_3_gen,mercury,capri,3
Mercury_Cougar_1_gen,mercury,cougar,1
Mercury_Cougar_3_gen,mercury,cougar,3
Mercury_Cougar_4_gen,mercury,cougar,4
Mercury_Cougar_6_gen,mercury,cougar,6
Mercury_Cougar_7_gen,mercury,cougar,7
Mercury_Cougar_8_gen,mercury,cougar,8
Mercury_Grandmarquis_1_gen,mercury,grandmarquis,1
Mercury_Grandmarquis_2_gen,mercury,grandmarquis,2
Mercury_Grandmarquis_3_gen,mercury,grandmarquis,3
Mercury_Grandmarquis_4_gen,mercury,grandmarquis,4
Mercury_Marauder_revival_1_gen,mercury,marauder revival,1
Mercury_Mariner_1_gen,mercury,mariner,1
Mercury_Mariner_2_gen,mercury,mariner,2
Mercury_Milan_1_gen,mercury,milan,1
Mercury_Montego_2_gen,mercury,montego,2
Mercury_Montego_3_gen,mercury,montego,3
Mercury_Monterey_7_gen,mercury,monterey,7
Mercury_Mountaineer_1_gen,mercury,mountaineer,1
Mercury_Mountaineer_2_gen,mercury,mountaineer,2
Mercury_Mountaineer_3_gen,mercury,mountaineer,3
Mercury_Sable_1_gen,mercury,sable,1
Mercury_Sable_2_gen,mercury,sable,2
Mercury_Sable_3_gen,mercury,sable,3
Mercury_Sable_4_gen,mercury,sable,4
Mercury_Sable_5_gen,mercury,sable,5
Mercury_Topaz_2_gen,mercury,topaz,2
Mercury_Tracer_1_gen,mercury,tracer,1
Mercury_Tracer_2_gen,mercury,tracer,2
Mercury_Tracer_3_gen,mercury,tracer,3
Mercury_Villager_1_gen,mercury,villager,1
Mercury_Villager_2_gen,mercury,villager,2
Mg_5_1_gen,mg,5,1
Mg_6_1_gen,mg,6,1
Mg_Zr_1_gen,mg,zr,1
Mini_Clubman_1_gen,mini,clubman,1
Mini_Clubman_2_gen,mini,clubman,2
Mini_Cooper_1_gen,mini,cooper,1
Mini_Cooper_2_gen,mini,cooper,2
Mini_Cooper_3_gen,mini,cooper,3
Mini_Countryman_1_gen,mini,countryman,1
Mini_Countryman_2_gen,mini,countryman,2
Mini_Paceman_1_gen,mini,paceman,1
Mitsubishi_3000Gt_1_gen,mitsubishi,3000gt,1
Mitsubishi_Asx_3_gen,mitsubishi,asx,3
Mitsubishi_Asx_4_gen,mitsubishi,asx,4
Mitsubishi_Carisma_1_gen_FL,mitsubishi,carisma,1 fl
Mitsubishi_Chariot_3_gen,mitsubishi,chariot,3
Mitsubishi_Colt_2_gen,mitsubishi,colt,2
Mitsubishi_Colt_2_gen_FL,mitsubishi,colt,2 fl
Mitsubishi_Colt_5_gen_EU,mitsubishi,colt,5 eu
Mitsubishi_Delica_4_gen,mitsubishi,delica,4
Mitsubishi_Diamante_1_gen,mitsubishi,diamante,1
Mitsubishi_Diamante_2_gen,mitsubishi,diamante,2
Mitsubishi_Eclipse_1_gen,mitsubishi,eclipse,1
Mitsubishi_Eclipse_2_gen,mitsubishi,eclipse,2
Mitsubishi_Eclipse_3_gen,mitsubishi,eclipse,3
Mitsubishi_Eclipse_4_gen,mitsubishi,eclipse,4
Mitsubishi_Eclipse_Cross_1_gen,mitsubishi,eclipse cross,1
Mitsubishi_Endeavor_1_gen,mitsubishi,endeavor,1
Mitsubishi_GTO_1_gen,mitsubishi,gto,1
Mitsubishi_Galant_6_gen,mitsubishi,galant,6
Mitsubishi_Galant_7_gen,mitsubishi,galant,7
Mitsubishi_Galant_8_gen,mitsubishi,galant,8
Mitsubishi_Galant_9_gen,mitsubishi,galant,9
Mitsubishi_Grandis_1_gen,mitsubishi,grandis,1
Mitsubishi_I_Miev_1_gen,mitsubishi,i miev,1
Mitsubishi_L200_3_gen,mitsubishi,l200,3
Mitsubishi_L200_4_gen,mitsubishi,l200,4
Mitsubishi_L200_5_gen,mitsubishi,l200,5
Mitsubishi_L200_5_gen_FL,mitsubishi,l200,5 fl
Mitsubishi_L300_3_gen,mitsubishi,l300,3
Mitsubishi_Lancer_10_gen,mitsubishi,lancer,10
Mitsubishi_Lancer_8_gen,mitsubishi,lancer,8
Mitsubishi_Lancer_9_gen,mitsubishi,lancer,9
Mitsubishi_Mighty Max_2_gen,mitsubishi,mighty max,2
Mitsubishi_Mirage_5_gen,mitsubishi,mirage,5
Mitsubishi_Mirage_6_gen,mitsubishi,mirage,6
Mitsubishi_Outlander_1_gen,mitsubishi,outlander,1
Mitsubishi_Outlander_2_gen,mitsubishi,outlander,2
Mitsubishi_Outlander_2_gen_FL,mitsubishi,outlander,2 fl
Mitsubishi_Outlander_3_gen,mitsubishi,outlander,3
Mitsubishi_Outlander_4_gen,mitsubishi,outlander,4
Mitsubishi_Pajero_1_gen,mitsubishi,pajero,1
Mitsubishi_Pajero_2_gen,mitsubishi,pajero,2
Mitsubishi_Pajero_3_gen,mitsubishi,pajero,3
Mitsubishi_Pajero_4_gen,mitsubishi,pajero,4
Mitsubishi_Pajero_Pinin_1_gen,mitsubishi,pajero pinin,1
Mitsubishi_Pajero_Sport_1_gen,mitsubishi,pajero sport,1
Mitsubishi_Pajero_Sport_2_gen,mitsubishi,pajero sport,2
Mitsubishi_Pajero_Sport_3_gen,mitsubishi,pajero sport,3
Mitsubishi_Raider_1_gen,mitsubishi,raider,1
Mitsubishi_Space_Star_1_gen_FL,mitsubishi,space star,1 fl
Mitsubishi_Space_Star_2_gen,mitsubishi,space star,2
Mitsubishi_Space_Star_2_gen_FL,mitsubishi,space star,2 fl
Mitsubishi_Starion_1_gen,mitsubishi,starion,1
Moscvitch_412_1_gen,moscvitch,412,1
Mosvitch_2141_1_gen,mosvitch,2141,1
Neoplan_Megaliner_1_gen,neoplan,megaliner,1
Neoplan_Starliner_1_gen,neoplan,starliner,1
Nissan_240sx_2_gen,nissan,240sx,2
Nissan_300Zx_1_gen,nissan,300zx,1
Nissan_300Zx_2_gen,nissan,300zx,2
Nissan_350z_1_gen,nissan,350z,1
Nissan_370z_1_gen,nissan,370z,1
Nissan_720_1_gen,nissan,720,1
Nissan_Almera_1_gen,nissan,almera,1
Nissan_Almera_2_gen,nissan,almera,2
Nissan_Almera_Classic_2_gen,nissan,almera classic,2
Nissan_Altima_1_gen,nissan,altima,1
Nissan_Altima_2_gen,nissan,altima,2
Nissan_Altima_3_gen,nissan,altima,3
Nissan_Altima_4_gen,nissan,altima,4
Nissan_Armada_1_gen,nissan,armada,1
Nissan_Bluebird_11_gen,nissan,bluebird,11
Nissan_Bluebird_12_gen,nissan,bluebird,12
Nissan_Bluebird_14_gen,nissan,bluebird,14
Nissan_Cube_3_gen,nissan,cube,3
Nissan_Fairlady_Z_1_gen,nissan,fairlady z,1
Nissan_Frontier_2_gen,nissan,frontier,2
Nissan_GT_R_1_gen,nissan,gt r,1
Nissan_Juke_1_gen,nissan,juke,1
Nissan_Juke_1_gen_FL,nissan,juke,1 fl
Nissan_Juke_2_gen,nissan,juke,2
Nissan_Latio_1_gen,nissan,latio,1
Nissan_Leaf_1_gen,nissan,leaf,1
Nissan_Leaf_2_gen,nissan,leaf,2
Nissan_Livina_1_gen,nissan,livina,1
Nissan_Maxima_2_gen,nissan,maxima,2
Nissan_Maxima_3_gen,nissan,maxima,3
Nissan_Maxima_4_gen,nissan,maxima,4
Nissan_Maxima_5_gen,nissan,maxima,5
Nissan_Maxima_6_gen,nissan,maxima,6
Nissan_Maxima_7_gen,nissan,maxima,7
Nissan_Maxima_8_gen,nissan,maxima,8
Nissan_Micra_1_gen,nissan,micra,1
Nissan_Micra_2_gen,nissan,micra,2
Nissan_Micra_3_gen,nissan,micra,3
Nissan_Micra_4_gen,nissan,micra,4
Nissan_Micra_5_gen,nissan,micra,5
Nissan_Murano_1_gen,nissan,murano,1
Nissan_Murano_2_gen,nissan,murano,2
Nissan_Murano_3_gen,nissan,murano,3
Nissan_NP300_1_gen,nissan,np300,1
Nissan_NV200_1_gen,nissan,nv200,1
Nissan_NV400_1_gen,nissan,nv400,1
Nissan_Navara_1_gen,nissan,navara,1
Nissan_Navara_2_gen,nissan,navara,2
Nissan_Navara_3_gen,nissan,navara,3
Nissan_Note_1_gen,nissan,note,1
Nissan_Note_2_gen,nissan,note,2
Nissan_Pathfinder_1_gen,nissan,pathfinder,1
Nissan_Pathfinder_2_gen,nissan,pathfinder,2
Nissan_Pathfinder_3_gen,nissan,pathfinder,3
Nissan_Pathfinder_4_gen,nissan,pathfinder,4
Nissan_Patrol_4_gen,nissan,patrol,4
Nissan_Patrol_5_gen,nissan,patrol,5
Nissan_Patrol_6_gen,nissan,patrol,6
Nissan_Pino_2_gen,nissan,pino,2
Nissan_Pixo_1_gen,nissan,pixo,1
Nissan_Presage_2_gen,nissan,presage,2
Nissan_Primera_1_gen,nissan,primera,1
Nissan_Primera_2_gen,nissan,primera,2
Nissan_Primera_2_gen_FL,nissan,primera,2 fl
Nissan_Primera_3_gen,nissan,primera,3
Nissan_Qashqai_1_gen,nissan,qashqai,1
Nissan_Qashqai_1_gen_FL,nissan,qashqai,1 fl
Nissan_Qashqai_2_gen,nissan,qashqai,2
Nissan_Qashqai_2_gen_FL,nissan,qashqai,2 fl
Nissan_Quest_1_gen,nissan,quest,1
Nissan_Quest_2_gen,nissan,quest,2
Nissan_Quest_3_gen,nissan,quest,3
Nissan_Quest_4_gen,nissan,quest,4
Nissan_Rogue_1_gen,nissan,rogue,1
Nissan_Sentra_1_gen,nissan,sentra,1
Nissan_Sentra_2_gen,nissan,sentra,2
Nissan_Sentra_3_gen,nissan,sentra,3
Nissan_Sentra_4_gen,nissan,sentra,4
Nissan_Sentra_5_gen,nissan,sentra,5
Nissan_Sentra_6_gen,nissan,sentra,6
Nissan_Stanza_4_gen,nissan,stanza,4
Nissan_Sunny_5_gen,nissan,sunny,5
Nissan_Sunny_6_gen,nissan,sunny,6
Nissan_Sunny_7_gen,nissan,sunny,7
Nissan_Sunny_8_gen,nissan,sunny,8
Nissan_Sylphy_1_gen,nissan,sylphy,1
Nissan_Sylphy_2_gen,nissan,sylphy,2
Nissan_Sylphy_3_gen,nissan,sylphy,3
Nissan_Teana_1_gen,nissan,teana,1
Nissan_Teana_2_gen,nissan,teana,2
Nissan_Teana_3_gen,nissan,teana,3
Nissan_Terrano_1_gen,nissan,terrano,1
Nissan_Terrano_2_gen,nissan,terrano,2
Nissan_Tiida_1_gen,nissan,tiida,1
Nissan_Tiida_2_gen,nissan,tiida,2
Nissan_Tiida_3_gen,nissan,tiida,3
Nissan_Tino_1_gen,nissan,tino,1
Nissan_Titan_1_gen,nissan,titan,1
Nissan_Vanette_1_gen,nissan,vanette,1
Nissan_X_Trail_1_gen,nissan,x trail,1
Nissan_X_Trail_2_gen,nissan,x trail,2
Nissan_X_Trail_3_gen,nissan,x trail,3
Nissan_Xterra_1_gen,nissan,xterra,1
Nissan_Xterra_2_gen,nissan,xterra,2
Oldsmobile_Achieva_1_gen,oldsmobile,achieva,1
Oldsmobile_Alero_1_gen,oldsmobile,alero,1
Oldsmobile_Aurora_1_gen,oldsmobile,aurora,1
Oldsmobile_Aurora_2_gen,oldsmobile,aurora,2
Oldsmobile_Bravada_1_gen,oldsmobile,bravada,1
Oldsmobile_Bravada_2_gen,oldsmobile,bravada,2
Oldsmobile_Bravada_3_gen,oldsmobile,bravada,3
Oldsmobile_Cutlass_3_gen,oldsmobile,cutlass,3
Oldsmobile_Cutlass_4_gen,oldsmobile,cutlass,4
Oldsmobile_Cutlass_5_gen,oldsmobile,cutlass,5
Oldsmobile_Cutlass_6_gen,oldsmobile,cutlass,6
Oldsmobile_Eightyeight_10_gen,oldsmobile,eightyeight,10
Oldsmobile_Eightyeight_6_gen,oldsmobile,eightyeight,6
Oldsmobile_Eightyeight_7_gen,oldsmobile,eightyeight,7
Oldsmobile_Eightyeight_8_gen,oldsmobile,eightyeight,8
Oldsmobile_Eightyeight_9_gen,oldsmobile,eightyeight,9
Oldsmobile_Intrigue_1_gen,oldsmobile,intrigue,1
Oldsmobile_Ninetyeight_10_gen,oldsmobile,ninetyeight,10
Oldsmobile_Ninetyeight_11_gen,oldsmobile,ninetyeight,11
Oldsmobile_Ninetyeight_12_gen,oldsmobile,ninetyeight,12
Oldsmobile_Ninetyeight_9_gen,oldsmobile,ninetyeight,9
Oldsmobile_Omega_2_gen,oldsmobile,omega,2
Oldsmobile_Silhouette_1_gen,oldsmobile,silhouette,1
Oldsmobile_Silhouette_2_gen,oldsmobile,silhouette,2
Oldsmobile_Toronado_2_gen,oldsmobile,toronado,2
Oldsmobile_Toronado_3_gen,oldsmobile,toronado,3
Oldsmobile_Toronado_4_gen,oldsmobile,toronado,4
Opel_Adam_1_gen,opel,adam,1
Opel_Agila_1_gen,opel,agila,1
Opel_Agila_2_gen,opel,agila,2
Opel_Ampera_1_gen,opel,ampera,1
Opel_Antara_1_gen,opel,antara,1
Opel_Ascona_3_gen,opel,ascona,3
Opel_Astra_1_gen,opel,astra,1
Opel_Astra_2_gen,opel,astra,2
Opel_Astra_3_gen,opel,astra,3
Opel_Astra_4_gen,opel,astra,4
Opel_Astra_5_gen,opel,astra,5
Opel_Calibra_1_gen,opel,calibra,1
Opel_Combo_2_gen,opel,combo,2
