Folder_name,Mark,Model,Generation
AMC_AMX_1_gen,amc,amx,1
AMC_Ambassador_7_gen,amc,ambassador,7
AMC_Eagle_1_gen,amc,eagle,1
AMC_Hornet_1_gen,amc,hornet,1
AMC_Javelin_1_gen,amc,javelin,1
AMC_Javelin_2_gen,amc,javelin,2
AMC_Rambler_Ambassador_4_gen,amc,rambler ambassador,4
AMC_Rambler_American,amc,rambler american,
AMC_Rambler_Classic_2_gen,amc,rambler classic,2
AMC_Rambler_Classic_3_gen,amc,rambler classic,3
Acura_CL_1_gen,acura,cl,1
Acura_CL_2_gen,acura,cl,2
Acura_EL_1_gen,acura,el,1
Acura_EL_2_gen,acura,el,2
Acura_ILX_1_gen,acura,ilx,1
Acura_Integra_1_gen,acura,integra,1
Acura_Integra_2_gen,acura,integra,2
Acura_Integra_3_gen,acura,integra,3
Acura_Integra_4_gen,acura,integra,4
Acura_Legend_1_gen,acura,legend,1
Acura_Legend_2_gen,acura,legend,2
Acura_MDX_1_gen,acura,mdx,1
Acura_MDX_2_gen,acura,mdx,2
Acura_MDX_3_gen,acura,mdx,3
Acura_NSX_2_gen,acura,nsx,2
Acura_RDX_1_gen,acura,rdx,1
Acura_RDX_2_gen,acura,rdx,2
Acura_RDX_3_gen,acura,rdx,3
Acura_RL_1_gen,acura,rl,1
Acura_RL_2_gen,acura,rl,2
Acura_RL_3_gen,acura,rl,3
Acura_SLX_1_gen,acura,slx,1
Acura_TLX_1_gen,acura,tlx,1
Acura_TL_1_gen,acura,tl,1
Acura_TL_2_gen,acura,tl,2
Acura_TL_3_gen,acura,tl,3
Acura_TL_4_gen,acura,tl,4
Acura_TSX_1_gen,acura,tsx,1
Acura_TSX_2_gen,acura,tsx,2
Acura_Vigor_3_gen,acura,vigor,3
Acura_ZDX_1_gen,acura,zdx,1
Aixam_A721_1_gen,aixam,a721,1
Aixam_City_1_gen,aixam,city,1
Aixam_Crossline_1_gen,aixam,crossline,1
Aixam_Crossover_1_gen,aixam,crossover,1
Aixam_Mega_1_gen,aixam,mega,1
Aixam_Scouty_1_gen,aixam,scouty,1
Alfa_Romeo_146_1_gen,alfa romeo,146,1
Alfa_Romeo_147_1_gen,alfa romeo,147,1
Alfa_Romeo_147_1_gen_FL,alfa romeo,147,1 fl
Alfa_Romeo_156_1_gen,alfa romeo,156,1
Alfa_Romeo_159_1_gen,alfa romeo,159,1
Alfa_Romeo_164_1_gen,alfa romeo,164,1
Alfa_Romeo_166_1_gen,alfa romeo,166,1
Alfa_Romeo_4C_1_gen,alfa romeo,4c,1
Alfa_Romeo_75_1_gen,alfa romeo,75,1
Alfa_Romeo_Alfetta_1_gen,alfa romeo,alfetta,1
Alfa_Romeo_Brera_1_gen,alfa romeo,brera,1
Alfa_Romeo_GTV_1_gen,alfa romeo,gtv,1
Alfa_Romeo_GT_1_gen,alfa romeo,gt,1
Alfa_Romeo_Giulia_1_gen,alfa romeo,giulia,1
Alfa_Romeo_Giulietta_1_gen,alfa romeo,giulietta,1
Alfa_Romeo_Mito_1_gen,alfa romeo,mito,1
Alfa_Romeo_Spider_1_gen,alfa romeo,spider,1
Alfa_Romeo_Spider_2_gen,alfa romeo,spider,2
Alfa_Romeo_Spider_3_gen,alfa romeo,spider,3
Alfa_Romeo_Spider_4_gen,alfa romeo,spider,4
Alfa_Romeo_Stelvio_1_gen,alfa romeo,stelvio,1
Alpine_A110_1_gen,alpine,a110,1
Aston_Martin_DB11_1_gen,aston martin,db11,1
Aston_Martin_DB9_1_gen,aston martin,db9,1
Aston_Martin_DBS_2_gen,aston martin,dbs,2
Aston_Martin_Rapide_1_gen,aston martin,rapide,1
Aston_Martin_Vanquish_2_gen,aston martin,vanquish,2
Aston_Martin_Vantage_1_gen,aston martin,vantage,1
Audi_100_3_gen,audi,100,3
Audi_100_4_gen,audi,100,4
Audi_80_1_gen,audi,80,1
Audi_80_2_gen,audi,80,2
Audi_80_3_gen,audi,80,3
Audi_80_4_gen,audi,80,4
Audi_90_1_gen,audi,90,1
Audi_A1_1_gen,audi,a1,1
Audi_A1_2_gen,audi,a1,2
Audi_A2_1_gen,audi,a2,1
Audi_A3_1_gen,audi,a3,1
Audi_A3_2_gen,audi,a3,2
Audi_A3_2_gen_FL,audi,a3,2 fl
Audi_A3_3_gen,audi,a3,3
Audi_A3_3_gen_FL,audi,a3,3 fl
Audi_A4_1_gen,audi,a4,1
Audi_A4_2_gen,audi,a4,2
Audi_A4_3_gen,audi,a4,3
Audi_A4_4_gen,audi,a4,4
Audi_A4_4_gen_FL,audi,a4,4 fl
Audi_A4_5_gen,audi,a4,5
Audi_A4_5_gen_FL,audi,a4,5 fl
Audi_A5_1_gen,audi,a5,1
Audi_A5_1_gen_FL,audi,a5,1 fl
Audi_A5_2_gen,audi,a5,2
Audi_A6_1_gen,audi,a6,1
Audi_A6_2_gen,audi,a6,2
Audi_A6_3_gen,audi,a6,3
Audi_A6_4_gen,audi,a6,4
Audi_A6_5_gen,audi,a6,5
Audi_A7_1_gen,audi,a7,1
Audi_A7_2_gen,audi,a7,2
Audi_A8_1_gen,audi,a8,1
Audi_A8_2_gen,audi,a8,2
Audi_A8_3_gen,audi,a8,3
Audi_A8_3_gen_FL,audi,a8,3 fl
Audi_E_Tron_1_gen,audi,e tron,1
Audi_Q2_1_gen,audi,q2,1
Audi_Q3_1_gen,audi,q3,1
Audi_Q3_2_gen,audi,q3,2
Audi_Q5_1_gen,audi,q5,1
Audi_Q5_1_gen_FL,audi,q5,1 fl
Audi_Q5_2_gen,audi,q5,2
Audi_Q5_2_genn,audi,q5,2
Audi_Q7_1_gen,audi,q7,1
Audi_Q7_2_gen,audi,q7,2
Audi_Q7_2_gen_FL,audi,q7,2 fl
Audi_Q8_1_gen,audi,q8,1
Audi_Quattro_1_gen,audi,quattro,1
Audi_R8_1_gen,audi,r8,1
Audi_TT_1_gen,audi,tt,1
Audi_TT_2_gen,audi,tt,2
Audi_TT_3_gen,audi,tt,3
Auto_Crane_1_gen,auto,crane,1
Autobianchi_Bianchina_1_gen,autobianchi,bianchina,1
Autobianchi_Y101_gen,autobianchi,y10,1
BMW_02_1_gen,bmw,2,1
BMW_1_1_gen,bmw,1,1
BMW_1_2_gen,bmw,1,2
BMW_1_3_gen,bmw,1,3
BMW_2_1_gen,bmw,2,1
BMW_2_MPV_1_gen,bmw,2 mpv,1
BMW_3_1_gen,bmw,3,1
BMW_3_2_gen,bmw,3,2
BMW_3_3_gen,bmw,3,3
BMW_3_4_gen,bmw,3,4
BMW_3_5_gen,bmw,3,5
BMW_3_6_gen,bmw,3,6
BMW_3_7_gen,bmw,3,7
BMW_4_1_gen,bmw,4,1
BMW_5_1_gen,bmw,5,1
BMW_5_2_gen,bmw,5,2
BMW_5_3_gen,bmw,5,3
BMW_5_4_gen,bmw,5,4
BMW_5_5_gen,bmw,5,5
BMW_5_6_gen,bmw,5,6
BMW_5_7_gen,bmw,5,7
BMW_6_1_gen,bmw,6,1
BMW_6_2_gen,bmw,6,2
BMW_6_3_gen,bmw,6,3
BMW_7_1_gen,bmw,7,1
BMW_7_2_gen,bmw,7,2
BMW_7_3_gen,bmw,7,3
BMW_7_4_gen,bmw,7,4
BMW_7_5_gen,bmw,7,5
BMW_7_6_gen,bmw,7,6
BMW_8_1_gen,bmw,8,1
BMW_8_2_gen,bmw,8,2
BMW_I3_1_gen,bmw,i3,1
BMW_I8_1_gen,bmw,i8,1
BMW_X1_1_gen,bmw,x1,1
BMW_X1_2_gen,bmw,x1,2
BMW_X2_1_gen,bmw,x2,1
BMW_X3_1_gen,bmw,x3,1
BMW_X3_2_gen,bmw,x3,2
BMW_X3_3_gen,bmw,x3,3
BMW_X4_1_gen,bmw,x4,1
BMW_X4_2_gen,bmw,x4,2
BMW_X5_1_gen,bmw,x5,1
BMW_X5_2_gen,bmw,x5,2
BMW_X5_3_gen,bmw,x5,3
BMW_X5_4_gen,bmw,x5,4
BMW_X6_1_gen,bmw,x6,1
BMW_X6_2_gen,bmw,x6,2
BMW_X6_3_gen,bmw,x6,3
BMW_X7_1_gen,bmw,x7,1
BMW_Z3_1_gen,bmw,z3,1
BMW_Z4_1_gen,bmw,z4,1
BMW_Z4_2_gen,bmw,z4,2
BMW_Z4_3_gen,bmw,z4,3
Baojun_510_1_gen,baojun,510,1
Baojun_560_1_gen,baojun,560,1
Baojun_630_1_gen,baojun,630,1
Baojun_730_1_gen,baojun,730,1
Bentley_Arnage_1_gen,bentley,arnage,1
Bentley_Bentayga_1_gen,bentley,bentayga,1
Bentley_Brooklands_1_gen,bentley,brooklands,1
Bentley_Continental_Flying_Spur_1_gen,bentley,continental flying spur,1
Bentley_Continental_GT_1_gen,bentley,continental gt,1
Bentley_Continental_GT_2_gen,bentley,continental gt,2
Bentley_Mulsanne_1_gen,bentley,mulsanne,1
Bentley_Turbo_R_1_gen,bentley,turbo r,1
Besturn_B30_1_gen,besturn,b30,1
Bicycle,bicycle,,
Bike_Cruiser_type,bike,cruiser,
Bike_Scooter_type,bike,scooter,
Bike_Sport_type,bike,sport,
Bike_Touring_type,bike,touring,
Blakely_Bearcat_1_gen,blakely,bearcat,1
Bogdan_A_091_1_gen,bogdan,a 091,1
Bogdan_A_O92_1_gen,bogdan,a o92,1
Bogdan_T90110_1_gen,bogdan,t90110,1
Bradley_GT_1_gen,bradley,gt,1
Brilliance_BS4_1_gen,brilliance,bs4,1
Buick_Apollo_1_gen,buick,apollo,1
Buick_Centurion_1_gen,buick,centurion,1
Buick_Century_2_gen,buick,century,2
Buick_Century_4_gen,buick,century,4
Buick_Century_5_gen,buick,century,5
Buick_Century_6_gen,buick,century,6
Buick_Electra_3_gen,buick,electra,3
Buick_Electra_4_gen,buick,electra,4
Buick_Electra_5_gen,buick,electra,5
Buick_Electra_6_gen,buick,electra,6
Buick_Enclave_1_gen,buick,enclave,1
Buick_Enclave_2_gen,buick,enclave,2
Buick_Encore_1_gen,buick,encore,1
Buick_Excelle_1_gen_FL,buick,excelle,1 fl
Buick_Excelle_2_gen,buick,excelle,2
Buick_Excelle_2_gen_FL,buick,excelle,2 fl
Buick_GL8_1_gen,buick,gl8,1
Buick_GL8_2_gen,buick,gl8,2
Buick_GL8_3_gen,buick,gl8,3
Buick_Gran_Sport_1_gen,buick,gran sport,1
Buick_Grand_National_2_gen,buick,grand national,2
Buick_Grand_National_3_gen,buick,grand national,3
Buick_Invicta_1_gen,buick,invicta,1
Buick_Lacrosse_1_gen,buick,lacrosse,1
Buick_Lacrosse_1_gen_CN,buick,lacrosse,1 cn
Buick_Lacrosse_2_gen,buick,lacrosse,2
Buick_Lacrosse_2_gen_FL,buick,lacrosse,2 fl
Buick_Lacrosse_3_gen,buick,lacrosse,3
Buick_Le_Sabre_1_gen,buick,le sabre,1
Buick_Le_Sabre_3_gen,buick,le sabre,3
Buick_Le_Sabre_5_gen,buick,le sabre,5
Buick_Le_Sabre_6_gen,buick,le sabre,6
Buick_Le_Sabre_7_gen,buick,le sabre,7
Buick_Le_Sabre_8_gen,buick,le sabre,8
Buick_Lucerne_1_gen,buick,lucerne,1
Buick_Park_Avenue_1_gen,buick,park avenue,1
Buick_Park_Avenue_2_gen,buick,park avenue,2
Buick_Rainier_1_gen,buick,rainier,1
Buick_Reatta_1_gen,buick,reatta,1
Buick_Regal_1_gen,buick,regal,1
Buick_Regal_2_gen,buick,regal,2
Buick_Regal_3_gen,buick,regal,3
Buick_Regal_4_gen,buick,regal,4
Buick_Rendezvous_1_gen,buick,rendezvous,1
Buick_Riviera_1_gen,buick,riviera,1
Buick_Riviera_2_gen,buick,riviera,2
Buick_Riviera_3_gen,buick,riviera,3
Buick_Riviera_4_gen,buick,riviera,4
Buick_Riviera_5_gen,buick,riviera,5
Buick_Riviera_6_gen,buick,riviera,6
Buick_Riviera_7_gen,buick,riviera,7
Buick_Riviera_8_gen,buick,riviera,8
Buick_Roadmaster_8_gen,buick,roadmaster,8
Buick_Skylark_1_gen,buick,skylark,1
Buick_Skylark_2_gen,buick,skylark,2
Buick_Skylark_3_gen,buick,skylark,3
Buick_Skylark_5_gen,buick,skylark,5
Buick_Skylark_6_gen,buick,skylark,6
Buick_Terraza_1_gen,buick,terraza,1
Buick_Verano_1_gen,buick,verano,1
Buick_Wildcat_1_gen,buick,wildcat,1
Buick_Wildcat_2_gen,buick,wildcat,2
Byd_E5_1_gen,byd,e5,1
Byd_F0_1_gen,byd,f0,1
Byd_F3_1_gen,byd,f3,1
Byd_G5_1_gen,byd,g5,1
Byd_Tang_1_gen,byd,tang,1
Cadillac_ATS_1_gen,cadillac,ats,1
Cadillac_Allante_1_gen,cadillac,allante,1
Cadillac_Brougham_1_gen,cadillac,brougham,1
Cadillac_CT6_1_gen,cadillac,ct6,1
Cadillac_CTS_1_gen,cadillac,cts,1
Cadillac_CTS_2_gen,cadillac,cts,2
Cadillac_CTS_3_gen,cadillac,cts,3
Cadillac_Calais_1_gen,cadillac,calais,1
Cadillac_Cimarron_1_gen,cadillac,cimarron,1
Cadillac_DTS_1_gen,cadillac,dts,1
Cadillac_De_Ville_3_gen,cadillac,de ville,3
Cadillac_De_Ville_4_gen,cadillac,de ville,4
Cadillac_De_Ville_5_gen,cadillac,de ville,5
Cadillac_De_Ville_6_gen,cadillac,de ville,6
Cadillac_De_Ville_7_gen,cadillac,de ville,7
Cadillac_De_Ville_8_gen,cadillac,de ville,8
Cadillac_Eldorado_10_gen,cadillac,eldorado,10
Cadillac_Eldorado_11_gen,cadillac,eldorado,11
Cadillac_Eldorado_12_gen,cadillac,eldorado,12
Cadillac_Eldorado_8_gen,cadillac,eldorado,8
Cadillac_Eldorado_9_gen,cadillac,eldorado,9
Cadillac_Elr_1_gen,cadillac,elr,1
Cadillac_Escalade_1_gen,cadillac,escalade,1
Cadillac_Escalade_2_gen,cadillac,escalade,2
Cadillac_Escalade_3_gen,cadillac,escalade,3
Cadillac_Escalade_4_gen,cadillac,escalade,4
Cadillac_Fleetwood_1_gen,cadillac,fleetwood,1
Cadillac_Fleetwood_2_gen,cadillac,fleetwood,2
Cadillac_Fleetwood_75_10_gen,cadillac,fleetwood 75,10
Cadillac_Fleetwood_75_10_gen_FL,cadillac,fleetwood 75,10 fl
Cadillac_Fleetwood_75_9_gen,cadillac,fleetwood 75,9
Cadillac_SRX_1_gen,cadillac,srx,1
Cadillac_SRX_2_gen,cadillac,srx,2
Cadillac_STS_1_gen,cadillac,sts,1
Cadillac_Seville_1_gen,cadillac,seville,1
Cadillac_Seville_2_gen,cadillac,seville,2
Cadillac_Seville_3_gen,cadillac,seville,3
Cadillac_Seville_4_gen,cadillac,seville,4
Cadillac_Seville_5_gen,cadillac,seville,5
Cadillac_XLR_1_gen,cadillac,xlr,1
Cadillac_XT5_1_gen,cadillac,xt5,1
Cadillac_XTS_1_gen,cadillac,xts,1
Chery_A13_1_gen,chery,a13,1
Chery_A15_1_gen,chery,a15,1
Chery_A1_1_gen,chery,a1,1
Chery_A3_1_gen,chery,a3,1
Chery_A5_1_gen,chery,a5,1
Chery_Arrizo_3_1_gen,chery,arrizo 3,1
Chery_Arrizo_7_1_gen,chery,arrizo 7,1
Chery_Beat_1_gen,chery,beat,1
Chery_E3_1_gen,chery,e3,1
Chery_E5_1_gen,chery,e5,1
Chery_Karry_1_gen,chery,karry,1
Chery_Qq6_1_gen,chery,qq6,1
Chery_Qq_1_gen,chery,qq,1
Chery_Qq_1_gen_FL,chery,qq,1 fl
Chery_Tiggo_1_gen,chery,tiggo,1
Chery_Tiggo_2_1_gen,chery,tiggo 2,1
Chery_Tiggo_3_1_gen,chery,tiggo 3,1
Chery_Tiggo_3xe_1_gen,chery,tiggo 3xe,1
Chery_Tiggo_5_1_gen,chery,tiggo 5,1
Chery_Tiggo_5x_1_gen,chery,tiggo 5x,1
Chery_Tiggo_7_1_gen,chery,tiggo 7,1
Chery_Tiggo_8_1_gen,chery,tiggo 8,1
Chevrolet_Astro_1_gen,chevrolet,astro,1
Chevrolet_Astro_2_gen,chevrolet,astro,2
Chevrolet_Avalanche_1_gen,chevrolet,avalanche,1
Chevrolet_Avalanche_2_gen,chevrolet,avalanche,2
Chevrolet_Aveo_1_gen,chevrolet,aveo,1
Chevrolet_Aveo_2_gen,chevrolet,aveo,2
Chevrolet_Aveo_2_gen_FL,chevrolet,aveo,2 fl
Chevrolet_Beretta_1_gen,chevrolet,beretta,1
Chevrolet_Bolt_1_gen,chevrolet,bolt,1
Chevrolet_C_K_1_gen,chevrolet,c k,1
Chevrolet_C_K_2_gen,chevrolet,c k,2
Chevrolet_C_K_3_gen,chevrolet,c k,3
Chevrolet_C_K_4_gen,chevrolet,c k,4
Chevrolet_C_K_4_gen_truck,chevrolet,c k,4 truck
Chevrolet_Camaro_1_gen,chevrolet,camaro,1
Chevrolet_Camaro_2_gen,chevrolet,camaro,2
Chevrolet_Camaro_3_gen,chevrolet,camaro,3
Chevrolet_Camaro_4_gen,chevrolet,camaro,4
Chevrolet_Camaro_5_gen,chevrolet,camaro,5
Chevrolet_Camaro_6_gen,chevrolet,camaro,6
Chevrolet_Caprice_1_gen,chevrolet,caprice,1
Chevrolet_Caprice_2_gen,chevrolet,caprice,2
Chevrolet_Caprice_3_gen,chevrolet,caprice,3
Chevrolet_Caprice_4_gen,chevrolet,caprice,4
Chevrolet_Caprice_6_gen,chevrolet,caprice,6
Chevrolet_Captiva_1_gen,chevrolet,captiva,1
Chevrolet_Cavalier_1_gen,chevrolet,cavalier,1
Chevrolet_Cavalier_2_gen,chevrolet,cavalier,2
Chevrolet_Cavalier_3_gen,chevrolet,cavalier,3
Chevrolet_Cavalier_4_gen,chevrolet,cavalier,4
Chevrolet_Celebrity_1_gen,chevrolet,celebrity,1
Chevrolet_Chevelle_1_gen,chevrolet,chevelle,1
Chevrolet_Chevelle_2_gen,chevrolet,chevelle,2
Chevrolet_Chevelle_3_gen,chevrolet,chevelle,3
Chevrolet_Chevette_1_gen,chevrolet,chevette,1
Chevrolet_Cobalt_1_gen,chevrolet,cobalt,1
Chevrolet_Colorado_1_gen,chevrolet,colorado,1
Chevrolet_Colorado_2_gen,chevrolet,colorado,2
Chevrolet_Corsica_1_gen,chevrolet,corsica,1
Chevrolet_Corvette_1_gen,chevrolet,corvette,1
Chevrolet_Corvette_2_gen,chevrolet,corvette,2
Chevrolet_Corvette_3_gen,chevrolet,corvette,3
Chevrolet_Corvette_4_gen,chevrolet,corvette,4
Chevrolet_Corvette_5_gen,chevrolet,corvette,5
Chevrolet_Corvette_6_gen,chevrolet,corvette,6
Chevrolet_Corvette_7_gen,chevrolet,corvette,7
Chevrolet_Cruze_1_gen,chevrolet,cruze,1
Chevrolet_Cruze_2_gen,chevrolet,cruze,2
Chevrolet_El_Camino_2_gen,chevrolet,el camino,2
Chevrolet_El_Camino_3_gen,chevrolet,el camino,3
Chevrolet_El_Camino_4_gen,chevrolet,el camino,4
Chevrolet_El_Camino_5_gen,chevrolet,el camino,5
Chevrolet_Epica_1_gen,chevrolet,epica,1
Chevrolet_Equinox_1_gen,chevrolet,equinox,1
Chevrolet_Equinox_2_gen,chevrolet,equinox,2
Chevrolet_Equinox_3_gen,chevrolet,equinox,3
Chevrolet_Evanda_1_gen,chevrolet,evanda,1
Chevrolet_Explorer_2_gen,chevrolet,explorer,2
Chevrolet_Express_1_gen,chevrolet,express,1
Chevrolet_Express_1_gen_FL,chevrolet,express,1 fl
Chevrolet_G_2_gen,chevrolet,g,2
Chevrolet_G_3_gen,chevrolet,g,3
Chevrolet_G_3_gen_FL,chevrolet,g,3 fl
Chevrolet_HHR_1_gen,chevrolet,hhr,1
Chevrolet_Impala_10_gen,chevrolet,impala,10
Chevrolet_Impala_1_gen,chevrolet,impala,1
Chevrolet_Impala_2_gen,chevrolet,impala,2
Chevrolet_Impala_3_gen,chevrolet,impala,3
Chevrolet_Impala_4_gen,chevrolet,impala,4
Chevrolet_Impala_5_gen,chevrolet,impala,5
Chevrolet_Impala_6_gen,chevrolet,impala,6
Chevrolet_Impala_8_gen,chevrolet,impala,8
Chevrolet_Impala_9_gen,chevrolet,impala,9
Chevrolet_K5_Blazer_1_gen,chevrolet,k5 blazer,1
Chevrolet_K5_Blazer_2_gen,chevrolet,k5 blazer,2
Chevrolet_K5_Blazer_3_gen,chevrolet,k5 blazer,3
Chevrolet_Kodiak_1_gen,chevrolet,kodiak,1
Chevrolet_Kodiak_3_gen,chevrolet,kodiak,3
Chevrolet_Lacetti_1_gen,chevrolet,lacetti,1
Chevrolet_Lumina_1_gen,chevrolet,lumina,1
Chevrolet_Lumina_2_gen,chevrolet,lumina,2
Chevrolet_Lumina_APV_1_gen,chevrolet,lumina apv,1
Chevrolet_Malibu_1_gen,chevrolet,malibu,1
Chevrolet_Malibu_2_gen,chevrolet,malibu,2
Chevrolet_Malibu_3_gen,chevrolet,malibu,3
Chevrolet_Malibu_4_gen,chevrolet,malibu,4
Chevrolet_Malibu_5_gen,chevrolet,malibu,5
Chevrolet_Malibu_6_gen,chevrolet,malibu,6
Chevrolet_Malibu_7_gen,chevrolet,malibu,7
Chevrolet_Malibu_8_gen,chevrolet,malibu,8
Chevrolet_Malibu_9_gen,chevrolet,malibu,9
Chevrolet_Metro_1_gen,chevrolet,metro,1
Chevrolet_Metro_2_gen,chevrolet,metro,2
Chevrolet_Montecarlo_1_gen,chevrolet,montecarlo,1
Chevrolet_Montecarlo_2_gen,chevrolet,montecarlo,2
Chevrolet_Montecarlo_3_gen,chevrolet,montecarlo,3
Chevrolet_Montecarlo_4_gen,chevrolet,montecarlo,4
Chevrolet_Montecarlo_5_gen,chevrolet,montecarlo,5
Chevrolet_Montecarlo_6_gen,chevrolet,montecarlo,6
Chevrolet_Montecarlo_7_gen,chevrolet,montecarlo,7
Chevrolet_Monza_1_gen,chevrolet,monza,1
Chevrolet_Niva_1_gen,chevrolet,niva,1
Chevrolet_Nova_3_gen,chevrolet,nova,3
Chevrolet_Nova_4_gen,chevrolet,nova,4
Chevrolet_Nova_5_gen,chevrolet,nova,5
Chevrolet_Orlando_1_gen,chevrolet,orlando,1
Chevrolet_Prizm_1_gen,chevrolet,prizm,1
Chevrolet_Prizm_2_gen,chevrolet,prizm,2
Chevrolet_Prizm_3_gen,chevrolet,prizm,3
Chevrolet_S10_1_gen,chevrolet,s10,1
Chevrolet_S10_2_gen,chevrolet,s10,2
Chevrolet_S10_Blazer_1_gen,chevrolet,s10 blazer,1
Chevrolet_S10_Blazer_2_gen,chevrolet,s10 blazer,2
Chevrolet_SSR_1_gen,chevrolet,ssr,1
Chevrolet_Sail_1_gen,chevrolet,sail,1
Chevrolet_Sail_2_gen,chevrolet,sail,2
Chevrolet_Sail_3_gen,chevrolet,sail,3
Chevrolet_Silverado_1_gen,chevrolet,silverado,1
Chevrolet_Silverado_2_gen,chevrolet,silverado,2
Chevrolet_Silverado_3_gen,chevrolet,silverado,3
Chevrolet_Spark_3_gen,chevrolet,spark,3
Chevrolet_Spark_4_gen,chevrolet,spark,4
Chevrolet_Suburban_10_gen,chevrolet,suburban,10
Chevrolet_Suburban_11_gen,chevrolet,suburban,11
Chevrolet_Suburban_6_gen,chevrolet,suburban,6
Chevrolet_Suburban_7_gen,chevrolet,suburban,7
Chevrolet_Suburban_8_gen,chevrolet,suburban,8
Chevrolet_Suburban_9_gen,chevrolet,suburban,9
Chevrolet_Tahoe_1_gen,chevrolet,tahoe,1
Chevrolet_Tahoe_2_gen,chevrolet,tahoe,2
Chevrolet_Tahoe_3_gen,chevrolet,tahoe,3
Chevrolet_Tahoe_4_gen,chevrolet,tahoe,4
Chevrolet_Tracker_1_gen,chevrolet,tracker,1
Chevrolet_Tracker_2_gen,chevrolet,tracker,2
Chevrolet_Tracker_4_gen,chevrolet,tracker,4
Chevrolet_TrailBlazer_1_gen,chevrolet,trailblazer,1
Chevrolet_Traverse_1_gen,chevrolet,traverse,1
Chevrolet_Traverse_2_gen,chevrolet,traverse,2
Chevrolet_Trax_1_gen,chevrolet,trax,1
Chevrolet_Uplander_1_gen,chevrolet,uplander,1
Chevrolet_Vega_1_gen,chevrolet,vega,1
Chevrolet_Venture_1_gen,chevrolet,venture,1
Chevrolet_Volt_1_gen,chevrolet,volt,1
Chevrolet_Volt_2_gen,chevrolet,volt,2
Chevrolet_Yukon_1_gen,chevrolet,yukon,1
Chrysler_200_1_gen,chrysler,200,1
Chrysler_200_2_gen,chrysler,200,2
Chrysler_300M_1_gen,chrysler,300m,1
Chrysler_300_1_gen,chrysler,300,1
Chrysler_300_2_gen,chrysler,300,2
Chrysler_Cirrus_1_gen,chrysler,cirrus,1
Chrysler_Concorde_1_gen,chrysler,concorde,1
Chrysler_Concorde_2_gen,chrysler,concorde,2
Chrysler_Conquest_1_gen,chrysler,conquest,1
Chrysler_Cordoba_1_gen,chrysler,cordoba,1
Chrysler_Cordoba_2_gen,chrysler,cordoba,2
Chrysler_Crossfire_1_gen,chrysler,crossfire,1
Chrysler_Fifth_Avenue_1_gen,chrysler,fifth avenue,1
Chrysler_Imperial_7_gen,chrysler,imperial,7
Chrysler_Intrepid_1_gen,chrysler,intrepid,1
Chrysler_Intrepid_2_gen,chrysler,intrepid,2
Chrysler_LHS_1_gen,chrysler,lhs,1
Chrysler_LHS_2_gen,chrysler,lhs,2
Chrysler_LeBaron_2_gen,chrysler,lebaron,2
Chrysler_LeBaron_3_gen',chrysler,lebaron,3
Chrysler_New_Yorker_12_gen,chrysler,new yorker,12
Chrysler_New_Yorker_13_gen,chrysler,new yorker,13
Chrysler_New_Yorker_14_gen,chrysler,new yorker,14
Chrysler_Newport_6_gen,chrysler,newport,6
Chrysler_PT_Cruiser_1_gen,chrysler,pt cruiser,1
Chrysler_Pacifica_1_gen,chrysler,pacifica,1
Chrysler_Pacifica_2_gen,chrysler,pacifica,2
Chrysler_Sebring_1_gen,chrysler,sebring,1
Chrysler_Sebring_2_gen,chrysler,sebring,2
Chrysler_Sebring_3_gen,chrysler,sebring,3
Chrysler_TC_1_gen,chrysler,tc,1
Chrysler_Town_&_Country_1_gen,chrysler,town & country,1
Chrysler_Town_&_Country_2_gen,chrysler,town & country,2
Chrysler_Town_&_Country_3_gen,chrysler,town & country,3
Chrysler_Town_&_Country_4_gen,chrysler,town & country,4
Chrysler_Town_&_Country_5_gen,chrysler,town & country,5
Citroen_AX_1_gen,citroen,ax,1
Citroen_BX_1_gen,citroen,bx,1
Citroen_Berlingo_1_gen,citroen,berlingo,1
Citroen_Berlingo_1_gen_FL,citroen,berlingo,1 fl
Citroen_Berlingo_2_gen,citroen,berlingo,2
Citroen_Berlingo_3_gen,citroen,berlingo,3
Citroen_C1_1_gen,citroen,c1,1
Citroen_C1_2_gen,citroen,c1,2
Citroen_C2_1_gen,citroen,c2,1
Citroen_C3_1_gen,citroen,c3,1
Citroen_C3_2_gen,citroen,c3,2
Citroen_C3_3_gen,citroen,c3,3
Citroen_C3_Aircross_1_gen,citroen,c3 aircross,1
Citroen_C3_Picasso_1_gen,citroen,c3 picasso,1
Citroen_C3_Pluriel_1_gen,citroen,c3 pluriel,1
Citroen_C3_XR_1_gen,citroen,c3 xr,1
Citroen_C4_1_gen,citroen,c4,1
Citroen_C4_2_gen,citroen,c4,2
Citroen_C4_2_gen_FL,citroen,c4,2 fl
Citroen_C4_Aicross_1_gen,citroen,c4 aicross,1
Citroen_C4_Cactus_1_gen,citroen,c4 cactus,1
Citroen_C4_Cactus_1_gen_FL,citroen,c4 cactus,1 fl
Citroen_C4_Picasso_1_gen,citroen,c4 picasso,1
Citroen_C4_Picasso_2_gen,citroen,c4 picasso,2
Citroen_C5_1_gen,citroen,c5,1
Citroen_C5_2_gen,citroen,c5,2
Citroen_C5_Aircross_1_gen,citroen,c5 aircross,1
